title,type,release_year,runtime,genres,seasons,imdb_score,imdb_votes
Thomas & Friends: Marvelous Machinery,MOVIE,2020,59,['family'; 'fantasy'; 'animation'; 'action'],0,6.1,15
Thomas & Friends: Digs & Discoveries,MOVIE,2019,64,['animation'],0,0,0
The Path of the Anaconda,MOVIE,2019,73,['documentation'],0,6.8,269
Quam's Money,MOVIE,2020,114,['action'],0,0,0
Super Monsters: The New Class,MOVIE,2020,24,['animation'],0,0,0
Aaviri,MOVIE,2019,113,['thriller'; 'drama'],0,4,95
Chaman Bahar,MOVIE,2020,111,['drama'; 'comedy'],0,7,6732
Dorasani,MOVIE,2019,130,['drama'; 'romance'],0,5.8,195
StarBeam: Halloween Hero,MOVIE,2020,33,['animation'],0,0,0
Kaake Da Viyah,MOVIE,2019,133,['comedy'; 'romance'],0,5,73
Yeh Ballet,MOVIE,2020,117,['drama'],0,7.5,1312
Super Monsters Furever Friends,MOVIE,2019,58,['fantasy'; 'animation'],0,5.7,71
Super Monsters Back to School,MOVIE,2019,23,['animation'],0,6.2,29
Whipped,MOVIE,2020,97,['romance'],0,0,0
Cairo's Class,SHOW,2019,33,['drama'],1,0,0
Marjoun and the Flying Headscarf,MOVIE,2019,84,['drama'],0,6.8,37
Arashi's Diary: Voyage,SHOW,2019,31,['documentation'; 'music'],1,7.7,42
True: Friendship Day,MOVIE,2020,23,['animation'; 'family'],0,6.8,22
Go! Go! Cory Carson: The Chrissy,MOVIE,2020,42,['animation'],0,0,0
Maradona's Legs,MOVIE,2019,24,['drama'],0,0,0
Bombay Rose,MOVIE,2019,97,['romance'; 'animation'; 'drama'],0,6.2,608
Thottappan,MOVIE,2019,140,['drama'],0,6.9,366
Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,2019,75,['comedy'; 'family'],0,3,36
I'm Leaving Now,MOVIE,2019,74,['documentation'; 'european'],0,6.5,108
Spirit Riding Free: Ride Along Adventure,MOVIE,2020,22,['animation'; 'action'; 'drama'; 'family'; 'western'; 'comedy'],0,5.9,60
Encounters,SHOW,2019,22,['comedy'],1,0,0
El límite infinito,MOVIE,2020,47,['documentation'],0,0,0
Fan Girl,MOVIE,2020,100,['drama'],0,6.7,366
122,MOVIE,2019,95,['horror'; 'thriller'],0,6.2,5530
A Trash Truck Christmas,MOVIE,2020,28,['animation'; 'comedy'; 'family'],0,5.5,212
Lugar de Mulher,SHOW,2019,15,['comedy'],1,4.7,35
Mighty Little Bheem: Festival of Colors,SHOW,2020,6,['animation'; 'comedy'],1,7.2,37
The Zoya Factor,MOVIE,2019,134,['romance'; 'sport'; 'comedy'; 'drama'],0,4.2,2378
Mere Pyare Prime Minister,MOVIE,2019,104,['drama'],0,6.8,635
Daniel Sosa: Maleducado,MOVIE,2019,54,['comedy'],0,6.1,71
A Thousand Goodnights,SHOW,2019,84,['drama'],1,8,93
Red Snow,MOVIE,2019,100,['drama'],0,4.6,154
Ibrahim: A Fate to Define,MOVIE,2019,75,['documentation'],0,7.5,29
To Be of Service,MOVIE,2019,88,['documentation'],0,7.3,90
It Takes a Lunatic,MOVIE,2019,126,['documentation'; 'drama'],0,6.6,170
What are the Odds?,MOVIE,2019,92,['drama'; 'music'; 'documentation'],0,5.3,832
Omo Ghetto: The Saga,MOVIE,2020,110,['comedy'; 'drama'; 'action'],0,7.2,50
The App,MOVIE,2019,79,['scifi'; 'thriller'; 'drama'],0,2.7,1329
Amit Tandon: Family Tandoncies,MOVIE,2020,72,['comedy'],0,7,250
Belmonte,MOVIE,2019,75,['drama'; 'comedy'; 'european'],0,6.1,376
40 Sticks,MOVIE,2020,93,['thriller'; 'crime'],0,6.7,99
An Unremarkable Christmas,MOVIE,2020,83,['comedy'; 'drama'],0,3.2,139
Who's the Boss,MOVIE,2020,105,['comedy'; 'romance'],0,5.6,36
Love Like the Falling Rain,MOVIE,2020,86,['drama'; 'romance'; 'fantasy'],0,4.9,200
Bombairiya,MOVIE,2019,108,['crime'; 'drama'; 'comedy'],0,4.5,418
Kilometers and Kilometers,MOVIE,2020,129,['drama'; 'comedy'],0,6.4,1538
Love for Sale 2,MOVIE,2019,92,['drama'; 'romance'],0,7,549
Liss Pereira: Reteniendo Liquidos,MOVIE,2019,59,['comedy'],0,6.4,94
Los Tigres del Norte at Folsom Prison,MOVIE,2019,64,['documentation'; 'music'],0,7,170
Cops and Robbers,MOVIE,2020,8,['animation'],0,6.9,0
Nailed It! Germany,SHOW,2020,35,['reality'],1,5.7,100
Sarvam Thaala Mayam,MOVIE,2019,133,['drama'; 'music'],0,7.6,1231
Miranda Sings Live... Your Welcome,MOVIE,2019,61,['comedy'],0,5.5,418
Jeff Garlin: Our Man in Chicago,MOVIE,2019,58,['comedy'],0,5.9,422
Hope Ranch,MOVIE,2020,81,['family'],0,4.3,229
Six Windows in the Desert,SHOW,2020,21,['drama'; 'comedy'; 'history'; 'scifi'],1,4.3,3074
Isa Pa with Feelings,MOVIE,2019,102,['comedy'; 'romance'; 'drama'],0,7.9,332
Scams,SHOW,2019,24,['action'; 'crime'; 'drama'],1,6.4,362
Kasanova,MOVIE,2019,115,['romance'; 'drama'],0,6.7,43
Reframe THEATER EXPERIENCE with you,MOVIE,2020,84,['music'],0,0,0
K. D.,MOVIE,2019,119,['drama'],0,8.5,1750
Zulu Man in Japan,MOVIE,2020,44,['documentation'],0,0,0
We Are One,MOVIE,2020,86,['documentation'],0,4.6,92
Cuddle Weather,MOVIE,2019,95,['drama'],0,0,0
Small Chops,MOVIE,2020,98,['drama'],0,2.9,30
Finding Agnes,MOVIE,2020,105,['drama'],0,4.9,155
Elf Pets: Santa's Reindeer Rescue,MOVIE,2020,26,['animation'],0,0,0
Emily's Wonder Lab,SHOW,2020,13,['unknown'],1,0,0
Rhys Nicholson: Live at the Athenaeum,MOVIE,2020,65,['comedy'],0,7.6,296
Perfume Imaginary Museum “Time Warp”,MOVIE,2020,53,['music'],0,6.5,23
Pegasus,MOVIE,2019,98,['comedy'; 'fantasy'; 'sport'],0,6.3,1727
Kannum Kannum Kollaiyadithaal,MOVIE,2020,162,['comedy'; 'drama'; 'romance'; 'thriller'],0,7.7,6647
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,MOVIE,2019,45,['documentation'],0,0,0
Nailed It! France,SHOW,2019,34,['reality'],1,6.4,112
GIMS: On the Record,MOVIE,2020,96,['music'; 'documentation'],0,6.8,207
Bangkok Buddies,SHOW,2019,40,['comedy'; 'drama'],1,6.8,17
Leyla Everlasting,MOVIE,2020,112,['comedy'],0,3.7,7453
Bigflo & Oli: Hip Hop Frenzy,MOVIE,2020,100,['documentation'; 'music'],0,6.7,118
27 Steps of May,MOVIE,2019,112,['drama'],0,8.1,466
Pinky Malinky,SHOW,2019,13,['comedy'; 'family'; 'animation'],3,5.8,865
Single Slipper Size - 7,MOVIE,2019,120,['drama'; 'thriller'],0,8.4,3073
Wave of Cinema: Filosofi Kopi,MOVIE,2020,90,['documentation'; 'music'],0,0,0
The Charming Stepmom,SHOW,2019,56,['family'; 'comedy'; 'romance'],1,7.8,17
Mallesham,MOVIE,2019,131,['drama'],0,8.3,1036
Deon Cole: Cole Hearted,MOVIE,2019,69,['comedy'],0,6.9,883
15 August,MOVIE,2019,124,['romance'; 'comedy'; 'drama'],0,5.8,273
Sab el-Burumbah,MOVIE,2019,95,['comedy'],0,5.5,483
Mehandi Circus,MOVIE,2019,135,['drama'],0,7.4,543
David Batra: Elephant in The Room,MOVIE,2020,77,['comedy'],0,5.9,196
A New York Christmas Wedding,MOVIE,2020,88,['drama'; 'romance'],0,5.3,1111
True: Happy Hearts Day,MOVIE,2019,23,['unknown'],0,0,0
Sanitation Day,MOVIE,2020,104,['thriller'],0,3.3,17
The Millions,MOVIE,2019,94,['comedy'; 'thriller'; 'drama'],0,5.5,38
One Day We'll Talk About Today,MOVIE,2020,121,['drama'; 'family'; 'music'; 'documentation'],0,7.4,1116
Once Upon a Time in Lingjian Mountain,SHOW,2019,45,['action'; 'comedy'; 'fantasy'; 'romance'; 'drama'],2,7.5,261
The Perfect Picture: Ten Years Later,MOVIE,2019,150,['comedy'; 'romance'],0,6.2,48
Dreamy Eyes,MOVIE,2019,117,['romance'],0,0,0
True: Terrific Tales,SHOW,2020,8,['animation'; 'family'],1,5.7,22
The Beginning of Life 2: Outside,MOVIE,2020,92,['documentation'],0,8.1,18
Arsenio Hall: Smart and Classy,MOVIE,2019,63,['comedy'],0,0,0
Somewhere Only We Know,SHOW,2019,58,['drama'; 'romance'],1,7.3,158
Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,2020,74,['animation'; 'family'; 'comedy'],0,7.8,14
Motu Patlu in the Game of Zones,MOVIE,2020,87,['fantasy'; 'action'; 'animation'; 'comedy'; 'thriller'],0,0,0
Wira,MOVIE,2019,108,['drama'],0,0,0
Anitta: Made in Honório,SHOW,2020,29,['documentation'; 'music'],1,6.8,398
True: Winter Wishes,MOVIE,2019,45,['animation'],0,0,0
In the Bosom of a Thorn,SHOW,2019,46,['drama'],1,7.3,48
Answer for Heaven,SHOW,2019,44,['comedy'; 'drama'],1,0,0
All Because of You,MOVIE,2020,101,['comedy'; 'action'; 'romance'],0,4.2,217
Uriyadi 2,MOVIE,2019,119,['thriller'; 'action'],0,7.1,880
The End,MOVIE,2019,97,['crime'; 'action'],0,0,0
Guddiyan Patole,MOVIE,2019,127,['comedy'; 'drama'],0,7,704
Motu Patlu the Superheroes – Super Villains from Mars,MOVIE,2019,79,['unknown'],0,0,0
Albert  Pinto Ko Gussa Kyun Aata Hai?,MOVIE,2019,82,['drama'],0,5.5,1968
Maniyarayile Ashokan,MOVIE,2020,110,['drama'; 'comedy'; 'romance'],0,4.7,1235
Futmalls.com,SHOW,2020,40,['thriller'; 'scifi'],1,6.4,182
Valentino,SHOW,2020,39,['comedy'],1,5.2,213
Chippa,MOVIE,2019,90,['drama'],0,6.4,1087
A Go! Go! Cory Carson Summer Camp,MOVIE,2020,20,['animation'],0,0,0
American Factory: A Conversation with the Obamas,MOVIE,2019,10,['documentation'],0,0,0
4th Republic,MOVIE,2019,119,['thriller'; 'drama'],0,6.2,29
A Tale of Two Kitchens,MOVIE,2019,29,['documentation'],0,6.5,145
Mokalik (Mechanic),MOVIE,2019,100,['comedy'; 'drama'],0,6.2,148
The Body Remembers When the World Broke Open,MOVIE,2019,105,['drama'; 'european'],0,7,731
2 Weeks in Lagos,MOVIE,2019,107,['romance'],0,6.6,33
The Claudia Kishi Club,MOVIE,2020,17,['documentation'],0,0,0
Kids on the Block,MOVIE,2019,103,['comedy'; 'family'],0,5.7,349
J-Style Trip,SHOW,2020,64,['reality'],1,4.9,111
Horrid Henry's Gross Day Out,MOVIE,2020,61,['animation'; 'comedy'; 'action'],0,6.1,47
Soulmate,MOVIE,2020,106,['romance'],0,0,0
The Knight and the Princess,MOVIE,2019,97,['comedy'; 'family'; 'fantasy'; 'history'; 'animation'],0,5.9,375
After Maria,MOVIE,2019,36,['documentation'],0,0,0
Penalty,MOVIE,2019,128,['sport'; 'drama'],0,5.3,859
3 Logical Exits,MOVIE,2020,15,['documentation'],0,0,0
The 9th Precinct,MOVIE,2019,94,['fantasy'; 'thriller'; 'action'; 'crime'; 'drama'],0,5.6,521
Malaal,MOVIE,2019,136,['romance'; 'action'; 'drama'],0,5.9,1036
The Magic School Bus Rides Again: The Frizz Connection,MOVIE,2020,44,['animation'; 'family'],0,0,0
Evvarikee Cheppoddu,MOVIE,2019,133,['drama'],0,7.2,404
Nasha Natasha,MOVIE,2020,83,['documentation'; 'music'],0,6.4,299
Super Monsters Save Christmas,MOVIE,2019,24,['animation'; 'fantasy'; 'family'],0,4.8,57
Luckee,MOVIE,2019,113,['comedy'; 'drama'],0,4.7,44
Kalek Shanab,MOVIE,2019,80,['comedy'],0,0,0
Amsterdam to Anatolia,MOVIE,2019,6,['thriller'],0,0,0
In Vitro,MOVIE,2019,27,['unknown'],0,7.7,0
One Like It,MOVIE,2020,14,['unknown'],0,0,0
Marked,MOVIE,2019,20,['documentation'],0,0,0
Kambili: The Whole 30 Yards,MOVIE,2020,119,['romance'; 'comedy'],0,6.6,37
Saavat,MOVIE,2019,117,['thriller'; 'crime'; 'drama'],0,6.6,166
Finding Hubby,MOVIE,2020,104,['comedy'],0,0,0
PNL - Dans la légende tour,MOVIE,2020,18,['documentation'; 'music'],0,0,0
Krutant,MOVIE,2019,116,['drama'; 'thriller'],0,6.4,104
糖糖Online,SHOW,2019,24,['drama'],1,5.5,21
This Earth of Mankind,MOVIE,2019,181,['drama'; 'history'],0,6.9,729
Holy Expectations,MOVIE,2019,89,['comedy'],0,5.2,26
Luccas Neto in: The End of Christmas,MOVIE,2019,71,['unknown'],0,0,0
Classmates Minus,MOVIE,2020,122,['comedy'; 'drama'],0,7.1,1543
Masameer: The Movie,MOVIE,2020,112,['comedy'; 'drama'; 'animation'],0,5.9,2233
Sethum Aayiram Pon,MOVIE,2019,102,['family'; 'drama'],0,7.2,343
Super Monsters: Dia de los Monsters,MOVIE,2020,25,['animation'],0,0,0
The App That Stole Christmas,MOVIE,2020,63,['drama'; 'comedy'],0,3.7,734
Ali & Alia,MOVIE,2019,105,['romance'; 'drama'],0,5,33
Tee Shot: Ariya Jutanugarn,MOVIE,2019,103,['drama'],0,0,0
True: Tricky Treat Day,MOVIE,2019,23,['animation'; 'family'],0,0,0
Time Out,MOVIE,2019,93,['comedy'; 'drama'; 'romance'],0,5.9,45
Unroyal,MOVIE,2020,97,['drama'; 'romance'; 'comedy'],0,0,0
Park Na-rae: Glamour Warning,MOVIE,2019,62,['comedy'],0,0,0
Sleepless Society NYCTOPHOBIA,SHOW,2019,46,['drama'; 'thriller'],1,5.5,43
Ave Maryam,MOVIE,2019,74,['romance'; 'drama'],0,7,479
Chico Bon Bon and the Very Berry Holiday,MOVIE,2020,25,['family'; 'animation'],0,5.9,39
Uncle Naji in UAE,MOVIE,2019,95,['comedy'; 'horror'],0,5,59
Tarung Sarung,MOVIE,2020,115,['drama'; 'sport'; 'thriller'; 'action'],0,6.3,189
Mauricio Meirelles: Generating Chaos,MOVIE,2020,63,['comedy'],0,0,0
Lola Igna,MOVIE,2019,114,['drama'; 'comedy'],0,7.2,183
Vir Das: Outside in - The Lockdown Special,MOVIE,2020,50,['comedy'],0,6.5,256
Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,67,['comedy'],0,6.2,987
We Are Legends,MOVIE,2019,108,['action'],0,5.1,193
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,MOVIE,2020,59,['documentation'; 'sport'],0,0,0
Fate of Alakada,MOVIE,2020,114,['comedy'],0,7,54
Rooting for Roona,MOVIE,2020,40,['documentation'],0,0,0
A Go! Go! Cory Carson Christmas,MOVIE,2020,21,['animation'; 'family'],0,6.3,48
Your Excellency,MOVIE,2019,120,['comedy'],0,6.6,43
Elevator Baby,MOVIE,2019,83,['comedy'; 'drama'],0,6.9,73
Andre and His Olive Tree,MOVIE,2020,104,['documentation'],0,6.6,201
Nenjamundu Nermaiyundu Odu Raja,MOVIE,2019,128,['comedy'; 'romance'; 'drama'],0,6.1,366
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,2019,120,['documentation'; 'music'],0,0,0
Namaste Wahala,MOVIE,2020,106,['comedy'; 'drama'; 'romance'],0,5.2,1536
Super Monsters: Santa's Super Monster Helpers,MOVIE,2020,24,['animation'; 'family'],0,4.5,25
True: Rainbow Rescue,MOVIE,2020,23,['animation'],0,0,0
High End Yaariyaan,MOVIE,2019,140,['romance'; 'comedy'; 'drama'; 'family'],0,5.8,1513
Nimbe: The Movie,MOVIE,2019,110,['drama'],0,5.9,57
In Paradox,MOVIE,2019,95,['thriller'; 'fantasy'],0,5,145
Mohamed Hussein,MOVIE,2019,96,['comedy'],0,0,0
The Panti Sisters,MOVIE,2019,108,['comedy'; 'romance'],0,5.6,264
Baxu and the Giants,MOVIE,2019,29,['drama'; 'fantasy'],0,0,0
Luccas Neto in: Children's Day,MOVIE,2019,81,['comedy'; 'family'],0,2.5,12
Rudra: Secret of the Black Moon,MOVIE,2020,87,['unknown'],0,0,0
Ratones Paranoicos: The Band That Rocked Argentina,MOVIE,2019,76,['documentation'; 'music'],0,0,0
The American Game,MOVIE,2019,92,['comedy'],0,0,0
Holiday Home Makeover with Mr. Christmas,SHOW,2020,43,['reality'],1,5.8,291
Uma Maheswara Ugra Roopasya,MOVIE,2020,136,['drama'; 'comedy'],0,0,0
Wave of Cinema: Generasi 90an,MOVIE,2020,51,['music'],0,0,0
Nailed It! Spain,SHOW,2019,31,['reality'],1,0,0
Generasi 90an: Melankolia,MOVIE,2020,94,['drama'],0,0,0
Wave of Cinema: Surat Dari Timur,MOVIE,2020,57,['music'],0,0,0
Buddi,SHOW,2020,8,['fantasy'; 'animation'; 'comedy'; 'family'],2,7.1,61
I'm Glad I Did,MOVIE,2020,123,['documentation'],0,8.4,1387
RK Nagar,MOVIE,2019,110,['comedy'],0,5.1,137
Ladies Up,SHOW,2020,17,['reality'; 'comedy'],1,4.3,234
Kings of Jo'Burg,SHOW,2020,51,['crime'; 'thriller'],1,5.6,491
Si Doel the Movie 2,MOVIE,2019,95,['romance'; 'drama'; 'comedy'],0,7,182
My Stupid Boss 2,MOVIE,2019,94,['comedy'; 'drama'],0,6.6,451
I'm with the Band: Nasty Cherry,SHOW,2019,0,['reality'],1,0,0
Mariposa,MOVIE,2020,117,['drama'; 'romance'; 'comedy'],0,7.7,700
The House Arrest of Us,SHOW,2020,26,['comedy'; 'romance'],1,5.6,107
The Smart Money Woman,SHOW,2020,48,['drama'],1,6.4,105
The Book of Sun,MOVIE,2020,130,['thriller'],0,0,0
Kaagar,MOVIE,2019,129,['crime'; 'drama'],0,6.2,64
Four Sisters Before the Wedding,MOVIE,2020,116,['drama'; 'comedy'],0,6.3,172
Extreme Engagement,SHOW,2019,40,['reality'],1,5.6,382
Fary: Hexagone,SHOW,2020,51,['comedy'],1,6.2,126
Carlos Almaraz: Playing with Fire,MOVIE,2019,82,['documentation'],0,7.5,58
True Tunes,SHOW,2019,3,['family'],1,8,14
Awon Boyz,MOVIE,2019,39,['documentation'],0,0,0
Bypass Road,MOVIE,2019,137,['thriller'; 'drama'],0,5.4,999
Rakkhosh,MOVIE,2019,113,['horror'],0,4.9,184
Hamid,MOVIE,2019,108,['drama'],0,7.7,1189
That's What Happened,SHOW,2019,39,['unknown'],1,0,0
Children of Adam,SHOW,2020,41,['action'; 'drama'],1,7.8,170
Word Party Songs,SHOW,2020,4,['animation'; 'family'],1,3.6,18
A Home with a View,MOVIE,2019,92,['comedy'; 'drama'],0,5.9,294
Cemara's Family,MOVIE,2019,110,['drama'; 'family'],0,7.8,750
Three Thieves,MOVIE,2019,108,['comedy'],0,0,0
100% Halal,MOVIE,2020,100,['drama'],0,0,0
Dear Affy,MOVIE,2020,126,['romance'; 'comedy'],0,0,0
David A. Arnold Fat Ballerina,MOVIE,2020,60,['comedy'],0,7.4,71
I Have A Script,SHOW,2019,45,['drama'],1,0,0
Alone/Together,MOVIE,2019,103,['drama'; 'romance'],0,6.8,451
Loving is Losing,MOVIE,2019,91,['unknown'],0,0,0
Between Maybes,MOVIE,2019,107,['drama'; 'romance'],0,6.2,172
Sur Sapata,MOVIE,2019,128,['drama'; 'comedy'; 'sport'],0,7.4,45
Si Doel the Movie 3,MOVIE,2020,93,['drama'; 'romance'],0,6.7,130
Mama Drama,MOVIE,2020,85,['drama'],0,6.3,8
The Defected,SHOW,2019,42,['drama'; 'crime'],1,7.4,68
Tuna Girl,MOVIE,2019,89,['drama'; 'comedy'],0,6.1,140
The Wedding Shaman,MOVIE,2019,111,['romance'; 'drama'],0,7.1,158
Dilan 1991,MOVIE,2019,118,['drama'; 'romance'],0,6.8,1047
She Is,MOVIE,2019,106,['drama'],0,5.8,6
Bhai - Vyakti Ki Valli 2,MOVIE,2019,130,['comedy'; 'drama'],0,7.8,195
Elf Pets: A Fox Cub's Christmas Tale,MOVIE,2019,28,['animation'; 'fantasy'],0,4.7,98
This Lady Called Life,MOVIE,2020,120,['drama'],0,6.8,62
마법버스 타요,SHOW,2020,24,['unknown'],1,0,0
One Take,MOVIE,2020,85,['documentation'; 'music'],0,5.9,52
Chhota Bheem Ka Roosi Romanch,MOVIE,2019,62,['animation'],0,0,0
#FriendButMarried 2,MOVIE,2020,104,['drama'; 'comedy'; 'romance'],0,6.9,300
Luccas Neto in: Summer Camp,MOVIE,2019,87,['comedy'],0,2.8,52
Girl's Revenge,MOVIE,2020,81,['drama'],0,5.7,190
Kolaiyuthir Kaalam,MOVIE,2019,109,['thriller'; 'drama'],0,2.6,398
Sakaling Maging Tayo,MOVIE,2019,90,['comedy'; 'romance'],0,7.1,73
Story of Kale: When Someone's in Love,MOVIE,2020,77,['drama'; 'romance'],0,6.4,270
Mighty Little Bheem: Diwali,SHOW,2019,24,['comedy'; 'animation'],1,7.7,35
The Girl and the Gun,MOVIE,2019,80,['thriller'; 'crime'],0,0,0
Born Beautiful,MOVIE,2019,96,['comedy'],0,5.5,118
Milea,MOVIE,2020,99,['romance'; 'drama'],0,6.4,547
Stunt School,MOVIE,2019,95,['comedy'],0,4.4,1123
What the Love! with Karan Johar,SHOW,2020,47,['reality'],1,0,0
A Perfect Day for Arsenide,SHOW,2020,23,['drama'; 'romance'],1,5,16
Anatomy of a Scandal,SHOW,2022,45,['drama'; 'thriller'],1,7,16425
Heartstopper,SHOW,2022,28,['drama'; 'romance'],1,8.9,28978
The Pentaverate,SHOW,2022,27,['comedy'],1,6.1,3409
Our Great National Parks,SHOW,2022,52,['documentation'],1,0,0
Inventing Anna,SHOW,2022,68,['drama'],1,6.8,54105
The Adam Project,MOVIE,2022,106,['drama'; 'action'; 'comedy'; 'scifi'],0,6.7,156603
Operation Mincemeat,MOVIE,2022,128,['drama'; 'war'],0,6.9,1972
The Power of the Dog,MOVIE,2021,126,['drama'; 'romance'; 'western'],0,6.9,158487
Pieces of Her,SHOW,2022,52,['crime'; 'drama'; 'thriller'],1,6.4,11322
Choose or Die,MOVIE,2022,85,['thriller'; 'drama'; 'horror'],0,4.7,14911
Metal Lords,MOVIE,2022,97,['drama'; 'comedy'; 'music'],0,6.7,19689
Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,61,['crime'; 'documentation'],1,7.2,3984
The Bubble,MOVIE,2022,126,['comedy'],0,4.7,20080
White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,88,['documentation'],0,5.6,1184
Pacific Rim: The Black,SHOW,2021,24,['animation'; 'action'; 'scifi'],2,7,4796
Vikings: Valhalla,SHOW,2022,51,['war'; 'action'; 'drama'; 'history'; 'romance'],1,7.1,31330
Arcane,SHOW,2021,41,['action'; 'scifi'; 'drama'; 'fantasy'; 'animation'],1,9.1,175412
Windfall,MOVIE,2022,92,['thriller'; 'crime'; 'drama'],0,5.7,17218
Hold Tight,SHOW,2022,47,['crime'; 'drama'; 'thriller'],1,6.1,1113
Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,52,['crime'; 'documentation'],1,5.8,2062
Midnight Mass,SHOW,2021,64,['action'; 'drama'; 'fantasy'; 'horror'; 'scifi'],1,7.7,102321
Don't Look Up,MOVIE,2021,138,['scifi'; 'drama'; 'comedy'],0,7.2,498447
Murderville,SHOW,2022,34,['crime'; 'comedy'],1,6.9,10414
Clark,SHOW,2022,61,['comedy'; 'crime'; 'drama'; 'thriller'; 'action'],1,7.5,1991
The Ultimatum: Marry or Move On,SHOW,2022,50,['reality'],1,5.4,1440
Apollo 10½:  A Space Age Childhood,MOVIE,2022,98,['comedy'; 'action'; 'animation'; 'romance'; 'family'; 'horror'; 'drama'; 'scifi'],0,7.3,4932
Hard Cell,SHOW,2022,26,['comedy'; 'documentation'; 'sport'],1,6.1,618
The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,26,['crime'; 'comedy'; 'drama'; 'thriller'],1,6.3,38964
Archive 81,SHOW,2022,54,['scifi'; 'drama'; 'horror'; 'thriller'],1,7.3,43068
Peter Rabbit 2: The Runaway,MOVIE,2021,93,['fantasy'; 'family'; 'comedy'; 'action'; 'animation'; 'crime'; 'drama'],0,6.2,10714
Jimmy Savile: A British Horror Story,SHOW,2022,85,['crime'; 'documentation'],1,6.7,4711
Squid Game,SHOW,2021,54,['action'; 'drama'; 'thriller'],2,8,416738
The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,101,['documentation'],0,6.2,2233
Black Crab,MOVIE,2022,114,['war'; 'action'; 'drama'; 'scifi'; 'thriller'],0,5.6,17101
Yakamoz S-245,SHOW,2022,48,['scifi'; 'action'; 'drama'; 'thriller'],1,6.1,3861
Bubble,MOVIE,2022,101,['scifi'; 'thriller'; 'animation'; 'action'; 'drama'; 'fantasy'; 'romance'; 'sport'],0,6.5,2468
The Lost Daughter,MOVIE,2021,122,['drama'],0,6.7,56650
365 Days: This Day,MOVIE,2022,111,['romance'; 'drama'],0,2.5,10739
Welcome To Eden,SHOW,2022,41,['drama'; 'action'; 'thriller'],1,4.9,973
The Mitchells vs. the Machines,MOVIE,2021,113,['animation'; 'comedy'; 'family'; 'scifi'],0,7.6,100787
Red Notice,MOVIE,2021,117,['comedy'; 'crime'; 'thriller'; 'action'],0,6.3,255356
Stay Close,SHOW,2021,47,['crime'; 'drama'; 'thriller'],1,6.9,28669
Maid,SHOW,2021,54,['drama'; 'comedy'],1,8.4,74955
The Marked Heart,SHOW,2022,44,['thriller'; 'drama'],2,6.3,1103
Meltdown: Three Mile Island,SHOW,2022,44,['documentation'; 'history'],1,7,958
Shadow and Bone,SHOW,2021,52,['scifi'; 'drama'; 'fantasy'; 'action'],1,7.6,77782
Lupin,SHOW,2021,46,['crime'; 'drama'; 'comedy'; 'action'],3,7.5,100575
The Alpinist,MOVIE,2021,92,['documentation'],0,8,7192
The Guardians of Justice,SHOW,2022,29,['scifi'],1,0,0
The Harder They Fall,MOVIE,2021,139,['action'; 'drama'; 'western'],0,6.5,57549
Our Father,MOVIE,2022,97,['crime'],0,0,0
Against the Ice,MOVIE,2022,102,['drama'; 'history'],0,6.5,18057
Brand New Cherry Flavor,SHOW,2021,43,['thriller'; 'drama'; 'horror'; 'scifi'],1,7.1,14449
David Spade: Nothing Personal,MOVIE,2022,66,['comedy'],0,0,0
Human Resources,SHOW,2022,27,['comedy'; 'romance'; 'animation'],1,7.2,4761
All of Us Are Dead,SHOW,2022,61,['action'; 'scifi'; 'thriller'; 'drama'; 'fantasy'; 'horror'],1,7.5,41393
Heirs to the Land,SHOW,2022,54,['comedy'; 'scifi'; 'drama'; 'history'],1,7,599
The House,MOVIE,2022,97,['animation'; 'drama'; 'comedy'; 'thriller'],0,6.8,12270
Return to Space,MOVIE,2022,128,['documentation'],0,7.3,3270
The Weekend Away,MOVIE,2022,91,['thriller'; 'crime'; 'drama'],0,5.6,20207
Behind Her Eyes,SHOW,2021,50,['drama'; 'thriller'],1,7.2,57514
Gangubai Kathiawadi,MOVIE,2022,157,['drama'; 'crime'],0,7,44045
Is It Cake?,SHOW,2022,38,['reality'],1,5.7,465
Along for the Ride,MOVIE,2022,106,['romance'; 'drama'],0,6,1432
The Andy Warhol Diaries,SHOW,2022,66,['documentation'],1,7.7,1496
The Colony,MOVIE,2021,104,['scifi'; 'thriller'; 'action'],0,5.4,7434
Rescued by Ruby,MOVIE,2022,93,['drama'; 'family'],0,7.1,6417
The Cuphead Show!,SHOW,2022,15,['family'; 'fantasy'; 'animation'; 'action'; 'comedy'],1,7.5,5792
